Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)
ENSG00000161526	ENSG00000161526.15	SAP30BP	75667251	75708062
ENSG00000264829	ENSG00000264829.1	AC087749.2	75679474	75679967
ENSG00000264270	ENSG00000264270.1	AC087749.1	75683543	75684799
ENSG00000132470	ENSG00000132470.14	ITGB4	75721328	75757818
ENSG00000108479	ENSG00000108479.12	GALK1	75751594	75765236
ENSG00000132475	ENSG00000132475.10	H3-3B	75776434	75785893
ENSG00000283853	ENSG00000283853.1	MIR4738	75784521	75784607
ENSG00000132478	ENSG00000132478.10	UNK	75784806	75825799
ENSG00000266980	ENSG00000266980.1	AC087289.1	75818815	75820055
ENSG00000092929	ENSG00000092929.12	UNC13D	75827225	75844552
ENSG00000132471	ENSG00000132471.12	WBP2	75845699	75856507
ENSG00000132481	ENSG00000132481.7	TRIM47	75874164	75878581
ENSG00000267801	ENSG00000267801.1	AC087289.5	75876372	75879546
ENSG00000141569	ENSG00000141569.12	TRIM65	75880335	75896951
ENSG00000267342	ENSG00000267342.1	AC087289.2	75897060	75900148
ENSG00000204316	ENSG00000204316.13	MRPL38	75898644	75905093
ENSG00000267426	ENSG00000267426.5	AC087289.3	75898645	75930129
ENSG00000188878	ENSG00000188878.19	FBF1	75909574	75941140
ENSG00000161533	ENSG00000161533.12	ACOX1	75941507	75979177
ENSG00000267615	ENSG00000267615.1	AC087289.4	75943832	75945142
ENSG00000261408	ENSG00000261408.7	TEN1-CDK3	75979231	76005999
ENSG00000257949	ENSG00000257949.7	TEN1	75979240	76000586
ENSG00000250506	ENSG00000250506.7	CDK3	76000906	76005999
ENSG00000167880	ENSG00000167880.8	EVPL	76004502	76027306
ENSG00000167881	ENSG00000167881.15	SRP68	76038775	76072517
ENSG00000186919	ENSG00000186919.13	ZACN	76071961	76083666
ENSG00000182687	ENSG00000182687.4	GALR2	76074781	76077537
ENSG00000182473	ENSG00000182473.22	EXOC7	76081016	76121576
ENSG00000279382	ENSG00000279382.1	AC018665.1	76090308	76091669
ENSG00000275360	ENSG00000275360.1	MIR6868	76098019	76098076
ENSG00000129654	ENSG00000129654.8	FOXJ1	76136333	76141245
ENSG00000267128	ENSG00000267128.2	RNF157-AS1	76138432	76154650
ENSG00000141576	ENSG00000141576.16	RNF157	76142465	76240493
ENSG00000267376	ENSG00000267376.1	ATP5MGP6	76202644	76202796
ENSG00000228218	ENSG00000228218.1	ATF4P3	76225751	76226806
ENSG00000185262	ENSG00000185262.9	UBALD2	76265348	76271298
ENSG00000129646	ENSG00000129646.14	QRICH2	76274049	76307998
ENSG00000161542	ENSG00000161542.17	PRPSAP1	76309478	76384521
ENSG00000251779	ENSG00000251779.1	AC090699.1	76319376	76319473
ENSG00000207169	ENSG00000207169.1	RNU6-24P	76337316	76337422
ENSG00000267518	ENSG00000267518.1	AC090699.2	76345761	76346081
ENSG00000176170	ENSG00000176170.14	SPHK1	76376584	76387860
ENSG00000175931	ENSG00000175931.13	UBE2O	76389456	76453152
ENSG00000242931	ENSG00000242931.1	RPL7P49	76430417	76431124
ENSG00000129673	ENSG00000129673.10	AANAT	76453351	76470117
ENSG00000129667	ENSG00000129667.13	RHBDF2	76470891	76501790
ENSG00000161544	ENSG00000161544.10	CYGB	76527356	76551175
ENSG00000214140	ENSG00000214140.11	PRCD	76527586	76553578
ENSG00000267546	ENSG00000267546.2	AC015802.4	76545668	76557683
ENSG00000267543	ENSG00000267543.1	AC015802.3	76549951	76550826
ENSG00000272386	ENSG00000272386.1	AC015802.5	76551352	76551750
ENSG00000163597	ENSG00000163597.15	SNHG16	76557764	76565348
ENSG00000274091	ENSG00000274091.1	SNORD1C	76558791	76558868
ENSG00000199961	ENSG00000199961.1	SNORD1B	76561109	76561192
ENSG00000278261	ENSG00000278261.1	SNORD1A	76561634	76561705
ENSG00000284526	ENSG00000284526.1	AC015802.6	76563710	76570544
ENSG00000070731	ENSG00000070731.11	ST6GALNAC2	76565377	76586956
ENSG00000267078	ENSG00000267078.1	AC015802.1	76569792	76571240
ENSG00000267084	ENSG00000267084.1	AC015802.2	76595584	76595772
ENSG00000286750	ENSG00000286750.1	AC015802.7	76617959	76619128
ENSG00000070526	ENSG00000070526.15	ST6GALNAC1	76624761	76643786
ENSG00000199735	ENSG00000199735.1	RNU6-227P	76656320	76656422
ENSG00000261335	ENSG00000261335.1	AC005837.1	76671942	76673658
ENSG00000182534	ENSG00000182534.13	MXRA7	76672551	76711016
ENSG00000212418	ENSG00000212418.1	RNY4P36	76703632	76703727
ENSG00000277382	ENSG00000277382.1	AC005837.4	76709760	76710045
ENSG00000070495	ENSG00000070495.15	JMJD6	76712832	76726799
ENSG00000274051	ENSG00000274051.1	AC005837.3	76721216	76721396
ENSG00000181038	ENSG00000181038.14	METTL23	76726830	76733936
ENSG00000267168	ENSG00000267168.1	AC005837.2	76732978	76738522
ENSG00000161547	ENSG00000161547.17	SRSF2	76734115	76737333
ENSG00000092931	ENSG00000092931.11	MFSD11	76735865	76781449
ENSG00000283805	ENSG00000283805.1	MIR636	76736450	76736548
ENSG00000200257	ENSG00000200257.1	RNU6-97P	76752912	76753015
ENSG00000267065	ENSG00000267065.2	LINC02080	76799044	76807102
ENSG00000287836	ENSG00000287836.1	AC016168.4	76831684	76841099
ENSG00000267535	ENSG00000267535.2	LINC00868	76849840	76861836
ENSG00000167889	ENSG00000167889.13	MGAT5B	76868404	76950393
ENSG00000267568	ENSG00000267568.6	AC016168.2	76950317	76969156
ENSG00000267521	ENSG00000267521.1	AC016168.1	76957023	76958222
ENSG00000280122	ENSG00000280122.1	AC016168.3	76966285	76969530
ENSG00000234912	ENSG00000234912.12	SNHG20	77086716	77099902
ENSG00000129657	ENSG00000129657.16	SEC14L1	77088749	77217101
ENSG00000275143	ENSG00000275143.1	SCARNA16	77089307	77089493
ENSG00000284250	ENSG00000284250.1	MIR6516	77089417	77089497
ENSG00000222808	ENSG00000222808.1	RNU4-47P	77152561	77152674
ENSG00000262870	ENSG00000262870.1	CYCSP40	77198950	77199543
ENSG00000263718	ENSG00000263718.2	SEPTIN9-DT	77257737	77281897
ENSG00000265121	ENSG00000265121.1	AC068594.1	77264180	77264776
ENSG00000184640	ENSG00000184640.19	SEPTIN9	77280569	77500596
ENSG00000266998	ENSG00000266998.1	AC111182.1	77373818	77377236
ENSG00000287257	ENSG00000287257.1	AC111182.2	77386901	77388546
ENSG00000264060	ENSG00000264060.1	MIR4316	77396984	77397054
ENSG00000200651	ENSG00000200651.1	AC111170.1	77442109	77442213
ENSG00000279801	ENSG00000279801.1	AC111170.4	77444704	77447167
ENSG00000267263	ENSG00000267263.1	AC111170.3	77469068	77471045
ENSG00000267016	ENSG00000267016.1	AC111170.2	77469162	77472770
ENSG00000267665	ENSG00000267665.2	AC021683.3	77516887	77536601
ENSG00000267506	ENSG00000267506.5	AC021683.2	77546940	77563243
ENSG00000286534	ENSG00000286534.1	AC021683.6	77548129	77550499
ENSG00000267466	ENSG00000267466.1	AC021683.1	77563368	77568695
ENSG00000279572	ENSG00000279572.1	AC021683.4	77571418	77572516
ENSG00000285535	ENSG00000285535.2	AC021683.5	77590532	77680687
ENSG00000267790	ENSG00000267790.1	LINC01987	77722872	77728559
ENSG00000204283	ENSG00000204283.4	LINC01973	77877330	77884119
ENSG00000238898	ENSG00000238898.1	RNU1-80P	77920098	77920258
ENSG00000078687	ENSG00000078687.17	TNRC6C	77959240	78108835
ENSG00000279600	ENSG00000279600.1	AC015804.1	78008421	78008855
ENSG00000267463	ENSG00000267463.1	UBE2V2P2	78066258	78066761
ENSG00000238658	ENSG00000238658.1	RNU6-625P	78066947	78067053
ENSG00000141524	ENSG00000141524.16	TMC6	78107397	78132407
ENSG00000204282	ENSG00000204282.4	TNRC6C-AS1	78107398	78111799
ENSG00000167895	ENSG00000167895.15	TMC8	78130770	78142968
ENSG00000187997	ENSG00000187997.11	C17orf99	78146353	78166177
ENSG00000267679	ENSG00000267679.1	EIF5AP2	78157403	78159135
ENSG00000108639	ENSG00000108639.7	SYNGR2	78168558	78173527
ENSG00000167900	ENSG00000167900.12	TK1	78174091	78187233
ENSG00000183077	ENSG00000183077.15	AFMID	78187317	78207701
ENSG00000267624	ENSG00000267624.1	AC087645.1	78211618	78211908
ENSG00000089685	ENSG00000089685.15	BIRC5	78214186	78225636
ENSG00000204278	ENSG00000204278.12	TMEM235	78231310	78240987
ENSG00000283914	ENSG00000283914.1	AC087645.4	78248193	78251440
ENSG00000267676	ENSG00000267676.1	THA1P	78248493	78254416
ENSG00000279886	ENSG00000279886.1	AC087645.3	78250346	78250932
ENSG00000204277	ENSG00000204277.1	LINC01993	78261349	78278492
ENSG00000267737	ENSG00000267737.1	AC087645.2	78315729	78347798
ENSG00000184557	ENSG00000184557.4	SOCS3	78356778	78360077
ENSG00000266970	ENSG00000266970.1	AC061992.2	78360453	78373911
ENSG00000243870	ENSG00000243870.3	RN7SL236P	78370852	78371135
ENSG00000087157	ENSG00000087157.19	PGS1	78378649	78425114
ENSG00000200063	ENSG00000200063.1	AC061992.1	78399935	78400063
ENSG00000187775	ENSG00000187775.17	DNAH17	78423697	78577396
ENSG00000267432	ENSG00000267432.6	DNAH17-AS1	78484882	78503056
ENSG00000267770	ENSG00000267770.1	AC016182.1	78522247	78522828
ENSG00000243426	ENSG00000243426.3	RN7SL454P	78532813	78533055
ENSG00000267123	ENSG00000267123.7	SCAT1	78605233	78632155
ENSG00000108669	ENSG00000108669.16	CYTH1	78674048	78782297
ENSG00000279570	ENSG00000279570.1	AC099804.1	78691266	78691979
ENSG00000252391	ENSG00000252391.1	RNU6-638P	78696694	78696797
ENSG00000055483	ENSG00000055483.19	USP36	78787381	78841441
ENSG00000287539	ENSG00000287539.1	AC022966.2	78845345	78846686
ENSG00000267355	ENSG00000267355.2	RPL9P29	78845953	78846868
ENSG00000035862	ENSG00000035862.12	TIMP2	78852977	78925387
ENSG00000267601	ENSG00000267601.1	AC022966.1	78855478	78855844
ENSG00000178404	ENSG00000178404.10	CEP295NL	78870910	78903217
ENSG00000279339	ENSG00000279339.1	AC100788.2	78897264	78900152
ENSG00000267491	ENSG00000267491.1	AC100788.1	78903263	78905024
ENSG00000108679	ENSG00000108679.13	LGALS3BP	78971238	78979947
ENSG00000171302	ENSG00000171302.17	CANT1	78991716	79009867
ENSG00000265096	ENSG00000265096.2	C1QTNF1-AS1	79018131	79027673
ENSG00000173918	ENSG00000173918.15	C1QTNF1	79022814	79049788
ENSG00000167280	ENSG00000167280.17	ENGASE	79074824	79088599
ENSG00000167281	ENSG00000167281.19	RBFOX3	79089345	79516148
ENSG00000266711	ENSG00000266711.1	AC021534.1	79132722	79136402
ENSG00000263278	ENSG00000263278.2	AC233701.1	79598032	79603921
ENSG00000266665	ENSG00000266665.1	MIR4739	79707176	79707249
ENSG00000267719	ENSG00000267719.1	LINC02078	79707266	79712317
ENSG00000182156	ENSG00000182156.10	ENPP7	79730943	79742219
ENSG00000173894	ENSG00000173894.11	CBX2	79778148	79787983
ENSG00000141570	ENSG00000141570.11	CBX8	79792132	79801683
ENSG00000262768	ENSG00000262768.2	AC100791.2	79800598	79802529
ENSG00000262772	ENSG00000262772.2	LINC01977	79819083	79827704
ENSG00000141582	ENSG00000141582.15	CBX4	79833156	79839440
ENSG00000262343	ENSG00000262343.1	AC100791.1	79848058	79850110
ENSG00000262585	ENSG00000262585.1	LINC01979	79915252	79926725
ENSG00000262188	ENSG00000262188.2	LINC01978	79919357	79925999
ENSG00000167291	ENSG00000167291.16	TBC1D16	79932343	80035872
ENSG00000275516	ENSG00000275516.1	AC100791.3	79952663	79952992
ENSG00000262172	ENSG00000262172.1	AC116025.2	79991944	79992841
ENSG00000261978	ENSG00000261978.1	AC116025.1	80023894	80026107
ENSG00000141519	ENSG00000141519.15	CCDC40	80036632	80100613
ENSG00000265561	ENSG00000265561.2	MIR1268B	80098828	80098877
ENSG00000171298	ENSG00000171298.13	GAA	80101556	80119881
ENSG00000141543	ENSG00000141543.12	EIF4A3	80134369	80147151
ENSG00000279259	ENSG00000279259.1	AC087741.3	80147250	80148596
ENSG00000275479	ENSG00000275479.1	AC087741.2	80149627	80149798
ENSG00000141527	ENSG00000141527.18	CARD14	80169992	80209331
ENSG00000262580	ENSG00000262580.5	AC087741.1	80200673	80205949
ENSG00000181523	ENSG00000181523.13	SGSH	80206716	80220923
ENSG00000181045	ENSG00000181045.15	SLC26A11	80219699	80253500
ENSG00000173821	ENSG00000173821.19	RNF213	80260866	80398786
ENSG00000262979	ENSG00000262979.1	AC124319.1	80315651	80316633
ENSG00000276863	ENSG00000276863.1	AC124319.2	80333841	80334366
ENSG00000280248	ENSG00000280248.1	AC124319.3	80339898	80342058
ENSG00000263069	ENSG00000263069.6	RNF213-AS1	80351828	80415168
ENSG00000173818	ENSG00000173818.17	ENDOV	80415165	80438086
ENSG00000264961	ENSG00000264961.1	MIR4730	80419418	80419493
ENSG00000260369	ENSG00000260369.2	AC120024.1	80453735	80454729
ENSG00000279273	ENSG00000279273.1	AC120024.4	80463451	80465593
ENSG00000171246	ENSG00000171246.6	NPTX1	80466834	80477843
ENSG00000262000	ENSG00000262000.1	AC120024.2	80515215	80515389
ENSG00000271340	ENSG00000271340.1	AC120024.3	80515657	80515812
ENSG00000213128	ENSG00000213128.3	RPL32P31	80542203	80542605
ENSG00000141564	ENSG00000141564.15	RPTOR	80544819	80966371
ENSG00000232083	ENSG00000232083.3	RPL31P7	80602549	80602926
ENSG00000262833	ENSG00000262833.1	AC016245.1	80801640	80805632
ENSG00000287403	ENSG00000287403.1	AC016245.2	80824170	80826900
ENSG00000262313	ENSG00000262313.1	AC127496.3	80940418	80942033
ENSG00000262662	ENSG00000262662.1	AC127496.4	80960766	80961713
ENSG00000261924	ENSG00000261924.1	AC127496.1	80966239	80971213
ENSG00000240270	ENSG00000240270.1	RPL12P37	80976454	80976948
ENSG00000176108	ENSG00000176108.9	CHMP6	80991598	81009517
ENSG00000263218	ENSG00000263218.2	AC127496.6	80999509	81000130
ENSG00000280351	ENSG00000280351.2	AC127496.7	81003335	81005132
ENSG00000262873	ENSG00000262873.2	AC127496.5	81017969	81028079
ENSG00000262098	ENSG00000262098.1	AC127496.2	81023545	81025503
ENSG00000226137	ENSG00000226137.5	BAIAP2-DT	81029130	81034881
ENSG00000175866	ENSG00000175866.15	BAIAP2	81035122	81117432
ENSG00000181409	ENSG00000181409.14	AATK	81110487	81166221
ENSG00000207736	ENSG00000207736.1	MIR657	81125276	81125373
ENSG00000211563	ENSG00000211563.4	MIR3065	81125877	81125955
ENSG00000283604	ENSG00000283604.1	MIR338	81125883	81125949
ENSG00000221025	ENSG00000221025.1	MIR1250	81133196	81133308
ENSG00000263167	ENSG00000263167.1	AC115099.1	81135771	81136256
ENSG00000225180	ENSG00000225180.8	PVALEF	81165507	81183166
ENSG00000141577	ENSG00000141577.14	CEP131	81189593	81222999
ENSG00000262115	ENSG00000262115.1	AC027601.2	81197393	81200288
ENSG00000167302	ENSG00000167302.11	TEPSIN	81228277	81239091
ENSG00000260005	ENSG00000260005.6	AC027601.1	81228707	81233983
ENSG00000224877	ENSG00000224877.4	NDUFAF8	81239305	81241310
ENSG00000157637	ENSG00000157637.13	SLC38A10	81244811	81295547
ENSG00000276101	ENSG00000276101.1	AC027601.3	81251194	81251803
ENSG00000279187	ENSG00000279187.1	AC027601.4	81262920	81265401
ENSG00000185168	ENSG00000185168.5	LINC00482	81303771	81309248
ENSG00000185332	ENSG00000185332.8	TMEM105	81311270	81330674
ENSG00000287431	ENSG00000287431.1	AC027601.5	81339183	81345966
ENSG00000263154	ENSG00000263154.1	AC110285.3	81362272	81374214
ENSG00000262223	ENSG00000262223.8	AC110285.1	81375144	81385464
ENSG00000274833	ENSG00000274833.1	AC110285.5	81387415	81387766
ENSG00000262877	ENSG00000262877.5	AC110285.2	81388126	81390319
ENSG00000266074	ENSG00000266074.9	BAHCC1	81395475	81466332
ENSG00000279692	ENSG00000279692.1	AC110285.6	81395609	81397144
ENSG00000266392	ENSG00000266392.1	MIR4740	81400716	81400778
ENSG00000266189	ENSG00000266189.1	MIR3186	81451104	81451188
ENSG00000263271	ENSG00000263271.1	AC110285.4	81461013	81461937
ENSG00000278200	ENSG00000278200.1	LINC01971	81480523	81481570
ENSG00000184009	ENSG00000184009.12	ACTG1	81509971	81523847
ENSG00000229848	ENSG00000229848.1	AC139149.1	81514047	81527776
ENSG00000186765	ENSG00000186765.12	FSCN2	81528377	81537130
ENSG00000185504	ENSG00000185504.17	FAAP100	81539885	81553961
ENSG00000182446	ENSG00000182446.14	NPLOC4	81556887	81648465
ENSG00000207021	ENSG00000207021.1	AC137896.1	81573490	81573602
ENSG00000182612	ENSG00000182612.10	TSPAN10	81637171	81648749
ENSG00000185527	ENSG00000185527.12	PDE6G	81650459	81663112
ENSG00000204237	ENSG00000204237.5	OXLD1	81665036	81666635
ENSG00000185298	ENSG00000185298.13	CCDC137	81666737	81673904
ENSG00000214087	ENSG00000214087.8	ARL16	81681174	81683924
ENSG00000185359	ENSG00000185359.13	HGS	81683326	81703138
ENSG00000277784	ENSG00000277784.1	MIR6786	81693757	81693869
ENSG00000275902	ENSG00000275902.1	AC139530.3	81697025	81697714
ENSG00000262049	ENSG00000262049.1	AC139530.1	81701324	81703300
ENSG00000262814	ENSG00000262814.8	MRPL12	81703367	81707517
ENSG00000262660	ENSG00000262660.1	AC139530.2	81703371	81720539
ENSG00000183048	ENSG00000183048.12	SLC25A10	81712236	81721016
ENSG00000215644	ENSG00000215644.10	GCGR	81804132	81814008
ENSG00000225663	ENSG00000225663.8	MCRIP1	81822361	81833302
ENSG00000182676	ENSG00000182676.5	PPP1R27	81833492	81835050
ENSG00000185624	ENSG00000185624.15	P4HB	81843161	81860624
ENSG00000262831	ENSG00000262831.1	AC145207.3	81843165	81843958
ENSG00000278876	ENSG00000278876.1	AC145207.9	81862778	81863102
ENSG00000262413	ENSG00000262413.1	AC145207.2	81867721	81868552
ENSG00000141522	ENSG00000141522.12	ARHGDIA	81867721	81871378
ENSG00000263731	ENSG00000263731.1	AC145207.5	81878425	81881106
ENSG00000263859	ENSG00000263859.1	AC145207.6	81878667	81879557
ENSG00000183684	ENSG00000183684.8	ALYREF	81887835	81891586
ENSG00000141552	ENSG00000141552.17	ANAPC11	81890790	81900991
ENSG00000183979	ENSG00000183979.8	NPB	81900745	81902905
ENSG00000185813	ENSG00000185813.11	PCYT2	81900958	81911432
ENSG00000187531	ENSG00000187531.14	SIRT7	81911939	81921323
ENSG00000197063	ENSG00000197063.11	MAFG	81918270	81927735
ENSG00000264769	ENSG00000264769.1	AC145207.8	81922899	81924511
ENSG00000265688	ENSG00000265688.2	MAFG-DT	81927829	81930753
ENSG00000183010	ENSG00000183010.17	PYCR1	81932384	81942412
ENSG00000263585	ENSG00000263585.1	AC145207.4	81932398	81933058
ENSG00000185105	ENSG00000185105.5	MYADML2	81939645	81947233
ENSG00000235296	ENSG00000235296.1	AC145207.1	81941869	81947601
ENSG00000185269	ENSG00000185269.12	NOTUM	81952507	81961840
ENSG00000264735	ENSG00000264735.1	AC145207.7	81965632	81966589
ENSG00000169696	ENSG00000169696.16	ASPSCR1	81976807	82017406
ENSG00000169689	ENSG00000169689.15	CENPX	82018702	82024107
ENSG00000169683	ENSG00000169683.8	LRRC45	82023305	82031151
ENSG00000169750	ENSG00000169750.9	RAC3	82031678	82034204
ENSG00000169738	ENSG00000169738.8	DCXR	82035136	82037709
ENSG00000279372	ENSG00000279372.1	AC137723.1	82035403	82035800
ENSG00000264569	ENSG00000264569.1	DCXR-DT	82037905	82039380
ENSG00000169733	ENSG00000169733.12	RFNG	82047902	82051831
ENSG00000169727	ENSG00000169727.12	GPS1	82050691	82057470
ENSG00000169718	ENSG00000169718.18	DUS1L	82057506	82065887
ENSG00000169710	ENSG00000169710.9	FASN	82078338	82098294
ENSG00000176155	ENSG00000176155.19	CCDC57	82101460	82212830
ENSG00000265678	ENSG00000265678.1	AC129510.1	82153430	82154815
ENSG00000266654	ENSG00000266654.1	AC129510.2	82160056	82160452
ENSG00000264548	ENSG00000264548.1	AC132872.2	82214227	82217352
ENSG00000141526	ENSG00000141526.17	SLC16A3	82228397	82261129
ENSG00000284574	ENSG00000284574.1	MIR6787	82236668	82236728
ENSG00000141551	ENSG00000141551.14	CSNK1D	82239023	82273731
ENSG00000275888	ENSG00000275888.1	AC132872.3	82244770	82245591
ENSG00000280407	ENSG00000280407.2	AC132872.4	82249067	82251844
ENSG00000287737	ENSG00000287737.1	AC132872.5	82273748	82279645
ENSG00000265692	ENSG00000265692.1	LINC01970	82290046	82292814
ENSG00000260563	ENSG00000260563.3	AC132872.1	82293716	82294910
ENSG00000173762	ENSG00000173762.8	CD7	82314868	82317608
ENSG00000141574	ENSG00000141574.8	SECTM1	82321024	82334074
ENSG00000182459	ENSG00000182459.5	TEX19	82359247	82363775
ENSG00000278964	ENSG00000278964.1	AC132938.5	82362349	82363196
ENSG00000181408	ENSG00000181408.4	UTS2R	82371400	82375586
ENSG00000260011	ENSG00000260011.2	AC132938.2	82381110	82382690
ENSG00000181396	ENSG00000181396.13	OGFOD3	82389210	82418637
ENSG00000264812	ENSG00000264812.1	AC132938.3	82400703	82401382
ENSG00000201239	ENSG00000201239.1	AC132938.1	82417226	82417321
ENSG00000169660	ENSG00000169660.17	HEXD	82418318	82442645
ENSG00000279066	ENSG00000279066.1	HEXD-IT1	82425498	82427310
ENSG00000178927	ENSG00000178927.18	CYBC1	82442586	82450829
ENSG00000287193	ENSG00000287193.1	AC132938.7	82450911	82452213
ENSG00000265458	ENSG00000265458.2	AC132938.4	82454140	82458521
ENSG00000141562	ENSG00000141562.18	NARF	82458180	82490537
ENSG00000279744	ENSG00000279744.1	AC132938.6	82462601	82464255
ENSG00000266445	ENSG00000266445.1	NARF-AS1	82476597	82477924
ENSG00000266236	ENSG00000266236.1	NARF-IT1	82482098	82483388
ENSG00000141568	ENSG00000141568.21	FOXK2	82519713	82644662
ENSG00000265136	ENSG00000265136.1	AC124283.4	82576616	82577391
ENSG00000262652	ENSG00000262652.1	AC124283.3	82578023	82578616
ENSG00000262147	ENSG00000262147.1	AC124283.2	82587313	82588411
ENSG00000261845	ENSG00000261845.2	AC124283.1	82602989	82604178
ENSG00000141580	ENSG00000141580.16	WDR45B	82614562	82648553
ENSG00000279613	ENSG00000279613.1	AC124283.5	82648849	82650657
ENSG00000141542	ENSG00000141542.11	RAB40B	82654973	82698698
ENSG00000266107	ENSG00000266107.1	MIR4525	82668233	82668307
ENSG00000263063	ENSG00000263063.1	AC024361.2	82713908	82716255
ENSG00000141560	ENSG00000141560.15	FN3KRP	82716706	82730328
ENSG00000263321	ENSG00000263321.1	AC024361.3	82729164	82734143
ENSG00000167363	ENSG00000167363.14	FN3K	82735615	82751196
ENSG00000262410	ENSG00000262410.1	AC024361.1	82745068	82745709
ENSG00000141556	ENSG00000141556.21	TBCD	82752065	82945914
ENSG00000263098	ENSG00000263098.1	AC068014.1	82795486	82796095
